date,gold_price_vnd
2015-10-01,"₫25,025,910"
2015-10-02,"₫25,589,520"
2015-10-03,N/A
2015-10-04,N/A
2015-10-05,N/A
2015-10-06,N/A
2015-10-07,N/A
2015-10-08,N/A
2015-10-09,N/A
2015-10-10,N/A
