"Ngày","Lần cuối","Mở","Cao","Thấp","% Thay đổi"
"01/10/2025","3.761","3.761","3.761","3.761","0.00%"
"30/09/2025","3.761","3.761","3.761","3.761","0.00%"
"29/09/2025","3.761","3.759","3.761","3.759","0.05%"
"26/09/2025","3.759","3.759","3.759","3.759","0.24%"
"25/09/2025","3.750","3.750","3.750","3.750","1.16%"
"24/09/2025","3.707","3.707","3.707","3.707","0.00%"
"23/09/2025","3.707","3.707","3.707","3.707","0.00%"
"22/09/2025","3.707","3.703","3.707","3.703","0.08%"
"19/09/2025","3.704","3.697","3.704","3.697","0.19%"
"18/09/2025","3.697","3.689","3.697","3.689","0.22%"
"17/09/2025","3.689","3.690","3.690","3.689","-0.03%"
"16/09/2025","3.690","3.690","3.690","3.688","0.00%"
"15/09/2025","3.690","3.695","3.695","3.690","-0.14%"
"12/09/2025","3.695","3.689","3.695","3.689","0.16%"
"11/09/2025","3.689","3.680","3.689","3.680","0.24%"
"10/09/2025","3.680","3.680","3.680","3.680","0.27%"
"09/09/2025","3.670","3.664","3.670","3.664","0.16%"
"08/09/2025","3.664","3.664","3.664","3.664","0.00%"
"05/09/2025","3.664","3.693","3.693","3.664","-0.79%"
"04/09/2025","3.693","3.693","3.693","3.693","0.00%"
"03/09/2025","3.693","3.689","3.693","3.689","0.11%"
"02/09/2025","3.689","3.689","3.689","3.689","0.00%"
"01/09/2025","3.689","3.689","3.689","3.689","0.00%"
"29/08/2025","3.689","3.684","3.689","3.684","0.11%"
"28/08/2025","3.685","3.690","3.690","3.685","-0.14%"
"27/08/2025","3.690","3.689","3.690","3.689","0.03%"
"26/08/2025","3.689","3.676","3.689","3.676","0.35%"
"25/08/2025","3.676","3.672","3.676","3.672","0.11%"
"22/08/2025","3.672","3.619","3.672","3.619","1.46%"
"21/08/2025","3.619","3.561","3.619","3.561","1.63%"
"20/08/2025","3.561","3.561","3.561","3.561","-0.06%"
"19/08/2025","3.563","3.555","3.563","3.555","0.23%"
"18/08/2025","3.555","3.560","3.560","3.555","-0.14%"
"15/08/2025","3.560","3.551","3.560","3.551","0.25%"
"14/08/2025","3.551","3.503","3.551","3.503","1.37%"
"13/08/2025","3.503","3.497","3.503","3.497","0.17%"
"12/08/2025","3.497","3.496","3.497","3.496","0.03%"
"11/08/2025","3.496","3.492","3.496","3.492","0.11%"
"08/08/2025","3.492","3.503","3.503","3.492","-0.31%"
"07/08/2025","3.503","3.468","3.503","3.468","0.98%"
"06/08/2025","3.469","3.462","3.469","3.462","0.20%"
"05/08/2025","3.462","3.462","3.462","3.462","0.00%"
"04/08/2025","3.462","3.462","3.462","3.462","0.00%"
"01/08/2025","3.462","3.458","3.462","3.458","0.41%"
"31/07/2025","3.448","3.448","3.448","3.448","0.20%"
"30/07/2025","3.441","3.441","3.441","3.441","0.38%"
"29/07/2025","3.428","3.428","3.428","3.428","0.00%"
"28/07/2025","3.428","3.428","3.428","3.428","-0.17%"
"25/07/2025","3.434","3.434","3.434","3.434","-0.15%"
"24/07/2025","3.439","3.429","3.439","3.429","0.29%"
"23/07/2025","3.429","3.429","3.429","3.429","0.79%"
"22/07/2025","3.402","3.400","3.402","3.400","0.06%"
"21/07/2025","3.400","3.398","3.400","3.398","0.06%"
"18/07/2025","3.398","3.398","3.398","3.398","-0.12%"
"17/07/2025","3.402","3.359","3.402","3.359","1.28%"
"16/07/2025","3.359","3.351","3.359","3.351","0.21%"
"15/07/2025","3.352","3.350","3.352","3.350","0.06%"
"14/07/2025","3.350","3.352","3.352","3.350","-0.06%"
"11/07/2025","3.352","3.342","3.352","3.342","0.27%"
"10/07/2025","3.343","3.342","3.343","3.342","0.03%"
"09/07/2025","3.342","3.342","3.342","3.342","-0.03%"
"08/07/2025","3.343","3.342","3.343","3.342","0.03%"
"07/07/2025","3.342","3.344","3.344","3.342","-0.06%"
"04/07/2025","3.344","3.343","3.344","3.343","0.03%"
"03/07/2025","3.343","3.343","3.343","3.343","0.03%"
"02/07/2025","3.342","3.316","3.342","3.316","0.75%"
"01/07/2025","3.317","3.335","3.335","3.317","-0.54%"
"30/06/2025","3.335","3.323","3.335","3.323","0.36%"
"27/06/2025","3.323","3.305","3.323","3.305","0.54%"
"26/06/2025","3.305","3.310","3.310","3.305","-0.15%"
"25/06/2025","3.310","3.323","3.323","3.310","-0.39%"
"24/06/2025","3.323","3.315","3.323","3.315","0.24%"
"23/06/2025","3.315","3.307","3.315","3.307","0.24%"
"20/06/2025","3.307","3.289","3.307","3.289","0.52%"
"19/06/2025","3.290","3.285","3.290","3.285","0.15%"
"18/06/2025","3.285","3.285","3.285","3.285","0.24%"
"17/06/2025","3.277","3.274","3.277","3.274","0.09%"
"16/06/2025","3.274","3.270","3.274","3.270","0.12%"
"13/06/2025","3.270","3.270","3.270","3.270","-0.03%"
"12/06/2025","3.271","3.268","3.271","3.268","0.09%"
"11/06/2025","3.268","3.269","3.269","3.268","-0.03%"
"10/06/2025","3.269","3.263","3.269","3.263","0.18%"
"09/06/2025","3.263","3.252","3.263","3.252","0.34%"
"06/06/2025","3.252","3.259","3.259","3.252","-0.21%"
"05/06/2025","3.259","3.245","3.259","3.245","0.43%"
"04/06/2025","3.245","3.235","3.245","3.235","0.31%"
"03/06/2025","3.235","3.233","3.235","3.233","0.03%"
"02/06/2025","3.234","3.234","3.234","3.234","0.43%"
"30/05/2025","3.220","3.207","3.220","3.207","0.37%"
"29/05/2025","3.208","3.197","3.208","3.197","0.34%"
"28/05/2025","3.197","3.203","3.203","3.197","-0.19%"
"27/05/2025","3.203","3.197","3.203","3.197","0.19%"
"26/05/2025","3.197","3.174","3.197","3.174","0.72%"
"23/05/2025","3.174","3.185","3.185","3.174","-0.38%"
"22/05/2025","3.186","3.180","3.186","3.180","0.19%"
"21/05/2025","3.180","3.176","3.180","3.176","0.13%"
"20/05/2025","3.176","3.186","3.186","3.176","-0.31%"
"19/05/2025","3.186","3.171","3.186","3.171","0.44%"
"16/05/2025","3.172","3.166","3.172","3.166","0.16%"
"15/05/2025","3.167","3.182","3.182","3.167","-0.50%"
"14/05/2025","3.183","3.173","3.183","3.173","0.32%"
"13/05/2025","3.173","3.183","3.183","3.173","-0.31%"
"12/05/2025","3.183","3.209","3.209","3.183","-0.81%"
"09/05/2025","3.209","3.210","3.210","3.209","-0.03%"
"08/05/2025","3.210","3.192","3.210","3.192","0.53%"
"07/05/2025","3.193","3.203","3.203","3.193","-0.34%"
"06/05/2025","3.204","3.211","3.211","3.204","-0.22%"
"05/05/2025","3.211","3.196","3.211","3.196","0.47%"
"29/04/2025","3.196","3.196","3.196","3.196","0.00%"
"28/04/2025","3.196","3.177","3.196","3.177","0.60%"
"25/04/2025","3.177","3.183","3.183","3.177","-0.22%"
"24/04/2025","3.184","3.149","3.184","3.149","1.11%"
"23/04/2025","3.149","3.146","3.149","3.146","0.10%"
"22/04/2025","3.146","3.156","3.156","3.146","-0.32%"
"21/04/2025","3.156","3.143","3.156","3.143","0.41%"
"18/04/2025","3.143","3.140","3.143","3.140","0.10%"
"17/04/2025","3.140","3.126","3.140","3.126","0.45%"
"16/04/2025","3.126","3.145","3.145","3.126","-0.60%"
"15/04/2025","3.145","3.146","3.146","3.145","-0.03%"
"14/04/2025","3.146","3.145","3.146","3.145","0.03%"
"11/04/2025","3.145","3.134","3.145","3.134","0.35%"
"10/04/2025","3.134","3.149","3.149","3.134","-0.48%"
"09/04/2025","3.149","3.152","3.152","3.149","-0.10%"
"08/04/2025","3.152","3.120","3.152","3.120","1.03%"
"04/04/2025","3.120","3.152","3.152","3.120","-1.05%"
"03/04/2025","3.153","3.153","3.153","3.153","2.77%"
"02/04/2025","3.068","3.064","3.068","3.064","0.10%"
"01/04/2025","3.065","3.059","3.065","3.059","0.20%"
"31/03/2025","3.059","3.066","3.066","3.059","-0.23%"
"28/03/2025","3.066","3.082","3.082","3.066","-0.55%"
"27/03/2025","3.083","3.083","3.083","3.083","0.00%"
"26/03/2025","3.083","3.083","3.083","3.083","0.13%"
"25/03/2025","3.079","3.069","3.079","3.069","0.33%"
"24/03/2025","3.069","3.053","3.069","3.053","0.52%"
"21/03/2025","3.053","3.055","3.055","3.053","-0.07%"
"20/03/2025","3.055","3.066","3.066","3.055","-0.36%"
"19/03/2025","3.066","3.059","3.066","3.059","0.20%"
"18/03/2025","3.060","3.055","3.060","3.055","0.16%"
"17/03/2025","3.055","3.071","3.071","3.055","-0.52%"
"14/03/2025","3.071","3.047","3.071","3.047","0.79%"
"13/03/2025","3.047","3.047","3.047","3.047","-0.68%"
"12/03/2025","3.068","3.068","3.068","3.068","-0.07%"
"11/03/2025","3.070","3.064","3.070","3.064","0.20%"
"10/03/2025","3.064","3.066","3.066","3.064","-0.10%"
"07/03/2025","3.067","3.070","3.070","3.067","-0.10%"
"06/03/2025","3.070","3.120","3.120","3.070","-1.60%"
"05/03/2025","3.120","3.178","3.178","3.120","-1.86%"
"04/03/2025","3.179","3.189","3.189","3.179","-0.31%"
"03/03/2025","3.189","3.198","3.198","3.189","0.31%"
"28/02/2025","3.179","3.166","3.179","3.166","0.38%"
"27/02/2025","3.167","3.217","3.217","3.167","-1.55%"
"26/02/2025","3.217","3.213","3.217","3.213","0.12%"
"25/02/2025","3.213","3.230","3.230","3.213","-0.56%"
"24/02/2025","3.231","3.212","3.231","3.212","0.59%"
"21/02/2025","3.212","3.215","3.215","3.212","-0.12%"
"20/02/2025","3.216","3.224","3.224","3.216","-0.28%"
"19/02/2025","3.225","3.224","3.225","3.224","0.03%"
"18/02/2025","3.224","3.224","3.224","3.224","0.00%"
"17/02/2025","3.224","3.215","3.224","3.215","0.25%"
"14/02/2025","3.216","3.230","3.230","3.216","-0.46%"
"13/02/2025","3.231","3.212","3.231","3.212","0.59%"
"12/02/2025","3.212","3.185","3.212","3.185","0.82%"
"11/02/2025","3.186","3.173","3.186","3.173","0.38%"
"10/02/2025","3.174","3.127","3.174","3.127","1.47%"
"07/02/2025","3.128","3.138","3.138","3.128","-0.35%"
"06/02/2025","3.139","3.104","3.139","3.104","1.13%"
"05/02/2025","3.104","3.114","3.114","3.104","-0.35%"
"04/02/2025","3.115","3.119","3.119","3.115","-0.16%"
"03/02/2025","3.120","3.091","3.120","3.091","2.06%"
"31/01/2025","3.057","3.057","3.057","3.057","0.00%"
"30/01/2025","3.057","3.057","3.057","3.057","0.00%"
"29/01/2025","3.057","3.057","3.057","3.057","0.00%"
"28/01/2025","3.057","3.057","3.057","3.057","0.00%"
"27/01/2025","3.057","3.057","3.057","3.057","-1.61%"
"24/01/2025","3.107","3.091","3.107","3.091","0.39%"
"23/01/2025","3.095","3.146","3.146","3.095","-1.62%"
"22/01/2025","3.146","3.167","3.167","3.146","-0.66%"
"21/01/2025","3.167","3.156","3.167","3.156","0.32%"
"20/01/2025","3.157","3.175","3.175","3.157","-0.60%"
"17/01/2025","3.176","3.191","3.191","3.176","-0.50%"
"16/01/2025","3.192","3.206","3.206","3.192","-0.44%"
"15/01/2025","3.206","3.190","3.206","3.190","0.47%"
"14/01/2025","3.191","3.189","3.191","3.189","0.06%"
"13/01/2025","3.189","3.152","3.189","3.152","1.14%"
"10/01/2025","3.153","3.093","3.153","3.093","1.87%"
"09/01/2025","3.095","3.095","3.095","3.095","-0.55%"
"08/01/2025","3.112","3.093","3.112","3.093","0.61%"
"07/01/2025","3.093","3.092","3.093","3.092","0.03%"
"06/01/2025","3.092","3.113","3.113","3.092","-0.67%"
"03/01/2025","3.113","3.107","3.113","3.107","0.16%"
"02/01/2025","3.108","3.118","3.118","3.108","-0.32%"
"31/12/2024","3.118","3.114","3.118","3.114","0.13%"
"30/12/2024","3.114","3.109","3.114","3.109","0.16%"
"27/12/2024","3.109","3.122","3.122","3.109","-0.42%"
"26/12/2024","3.122","3.122","3.122","3.122","0.00%"
"25/12/2024","3.122","3.119","3.122","3.119","0.10%"
"24/12/2024","3.119","3.088","3.119","3.088","1.00%"
"23/12/2024","3.088","3.097","3.097","3.088","-0.29%"
"20/12/2024","3.097","3.109","3.109","3.097","-0.42%"
"19/12/2024","3.110","2.990","3.110","2.990","4.01%"
"18/12/2024","2.990","2.985","2.990","2.985","0.17%"
"17/12/2024","2.985","2.973","2.985","2.973","0.40%"
"16/12/2024","2.973","2.957","2.973","2.957","0.54%"
"13/12/2024","2.957","2.953","2.957","2.953","0.14%"
"12/12/2024","2.953","2.916","2.953","2.916","1.27%"
"11/12/2024","2.916","2.906","2.916","2.906","0.34%"
"10/12/2024","2.906","2.911","2.911","2.906","-0.17%"
"09/12/2024","2.911","2.906","2.911","2.906","0.17%"
"06/12/2024","2.906","2.906","2.906","2.906","-0.03%"
"05/12/2024","2.907","2.908","2.908","2.907","-0.03%"
"04/12/2024","2.908","2.888","2.908","2.888","0.69%"
"03/12/2024","2.888","2.854","2.888","2.854","1.19%"
"02/12/2024","2.854","2.869","2.869","2.854","-0.52%"
"29/11/2024","2.869","2.871","2.871","2.869","-0.07%"
"28/11/2024","2.871","2.870","2.871","2.870","0.03%"
"27/11/2024","2.870","2.862","2.870","2.862","0.28%"
"26/11/2024","2.862","2.870","2.870","2.862","-0.28%"
"25/11/2024","2.870","2.870","2.870","2.870","0.00%"
"22/11/2024","2.870","2.870","2.870","2.870","-0.03%"
"21/11/2024","2.871","2.867","2.871","2.867","0.14%"
"20/11/2024","2.867","2.859","2.867","2.859","0.28%"
"19/11/2024","2.859","2.859","2.859","2.859","0.00%"
"18/11/2024","2.859","2.859","2.859","2.859","0.00%"
"15/11/2024","2.859","2.860","2.860","2.859","-0.03%"
"14/11/2024","2.860","2.850","2.860","2.850","0.32%"
"13/11/2024","2.851","2.848","2.851","2.848","0.11%"
"12/11/2024","2.848","2.850","2.850","2.848","-0.11%"
"11/11/2024","2.851","2.843","2.851","2.843","0.28%"
"08/11/2024","2.843","2.852","2.852","2.843","-0.32%"
"07/11/2024","2.852","2.825","2.852","2.825","0.96%"
"06/11/2024","2.825","2.827","2.827","2.825","-0.07%"
"05/11/2024","2.827","2.819","2.827","2.819","0.28%"
"04/11/2024","2.819","2.816","2.819","2.816","0.11%"
"01/11/2024","2.816","2.813","2.816","2.813","0.64%"
"31/10/2024","2.798","2.798","2.798","2.798","0.21%"
"30/10/2024","2.792","2.792","2.792","2.792","0.00%"
"29/10/2024","2.792","2.789","2.792","2.789","0.11%"
"28/10/2024","2.789","2.789","2.789","2.789","-0.25%"
"25/10/2024","2.796","2.796","2.796","2.796","-0.07%"
"24/10/2024","2.798","2.798","2.798","2.798","-0.04%"
"23/10/2024","2.799","2.799","2.799","2.799","0.47%"
"22/10/2024","2.786","2.765","2.786","2.765","0.72%"
"21/10/2024","2.766","2.766","2.766","2.766","0.29%"
"18/10/2024","2.758","2.758","2.758","2.758","0.07%"
"17/10/2024","2.756","2.756","2.756","2.756","0.11%"
"16/10/2024","2.753","2.753","2.753","2.753","-0.22%"
"15/10/2024","2.759","2.760","2.760","2.759","-0.04%"
"14/10/2024","2.760","2.760","2.760","2.760","0.11%"
"11/10/2024","2.757","2.757","2.757","2.757","0.47%"
"10/10/2024","2.744","2.744","2.744","2.744","-0.54%"
"09/10/2024","2.759","2.759","2.759","2.759","0.00%"
"08/10/2024","2.759","2.762","2.762","2.759","-0.11%"
"07/10/2024","2.762","2.762","2.762","2.762","-0.22%"
"04/10/2024","2.768","2.768","2.768","2.768","0.18%"
"03/10/2024","2.763","2.764","2.764","2.763","-0.04%"
"02/10/2024","2.764","2.764","2.764","2.764","0.00%"
"01/10/2024","2.764","2.768","2.768","2.764","-0.14%"
"30/09/2024","2.768","2.768","2.768","2.768","0.65%"
"27/09/2024","2.750","2.750","2.750","2.750","-0.33%"
"26/09/2024","2.759","2.759","2.759","2.759","-0.29%"
"25/09/2024","2.767","2.767","2.767","2.767","0.25%"
"24/09/2024","2.760","2.766","2.766","2.760","-0.25%"
"23/09/2024","2.767","2.767","2.767","2.767","-0.14%"
"20/09/2024","2.771","2.786","2.786","2.771","-0.54%"
"19/09/2024","2.786","2.786","2.786","2.786","-0.54%"
"18/09/2024","2.801","2.801","2.801","2.801","0.65%"
"17/09/2024","2.783","2.799","2.799","2.783","-0.57%"
"16/09/2024","2.799","2.799","2.799","2.799","-0.11%"
"13/09/2024","2.802","2.800","2.802","2.800","0.04%"
"12/09/2024","2.801","2.809","2.809","2.801","-0.28%"
"11/09/2024","2.809","2.808","2.809","2.808","0.04%"
"10/09/2024","2.808","2.808","2.808","2.808","0.00%"
"09/09/2024","2.808","2.808","2.808","2.808","-0.67%"
"06/09/2024","2.827","2.827","2.827","2.827","-0.32%"
"05/09/2024","2.836","2.826","2.836","2.826","0.35%"
"04/09/2024","2.826","2.826","2.826","2.826","-0.14%"
"30/08/2024","2.830","2.823","2.830","2.823","0.25%"
"29/08/2024","2.823","2.823","2.823","2.823","-0.21%"
"28/08/2024","2.829","2.820","2.829","2.820","0.28%"
"27/08/2024","2.821","2.815","2.821","2.815","0.21%"
"26/08/2024","2.815","2.815","2.815","2.815","-0.32%"
"23/08/2024","2.824","2.824","2.824","2.824","0.39%"
"22/08/2024","2.813","2.813","2.813","2.813","-0.53%"
"21/08/2024","2.828","2.828","2.828","2.828","-0.14%"
"20/08/2024","2.832","2.843","2.843","2.832","-0.39%"
"19/08/2024","2.843","2.843","2.843","2.843","0.18%"
"16/08/2024","2.838","2.838","2.838","2.838","-0.25%"
"15/08/2024","2.845","2.845","2.845","2.845","0.07%"
"14/08/2024","2.843","2.843","2.843","2.843","-0.21%"
"13/08/2024","2.849","2.853","2.853","2.849","-0.14%"
"12/08/2024","2.853","2.853","2.853","2.853","-0.52%"
"09/08/2024","2.868","2.868","2.868","2.868","0.53%"
"08/08/2024","2.853","2.862","2.862","2.853","-0.31%"
"07/08/2024","2.862","2.868","2.868","2.862","-0.21%"
"06/08/2024","2.868","2.892","2.892","2.868","-0.83%"
"05/08/2024","2.892","2.892","2.892","2.892","-0.24%"
"02/08/2024","2.899","2.879","2.899","2.879","0.66%"
"01/08/2024","2.880","2.903","2.903","2.880","-0.45%"
"31/07/2024","2.893","2.895","2.895","2.893","-0.07%"
"30/07/2024","2.895","2.895","2.895","2.895","-0.28%"
"29/07/2024","2.903","2.903","2.903","2.903","0.21%"
"26/07/2024","2.897","2.897","2.897","2.897","0.56%"
"25/07/2024","2.881","2.908","2.908","2.881","-0.93%"
"24/07/2024","2.908","2.899","2.908","2.899","0.31%"
"23/07/2024","2.899","2.903","2.903","2.899","-0.14%"
"22/07/2024","2.903","2.903","2.903","2.903","0.28%"
"19/07/2024","2.895","2.895","2.895","2.895","-0.31%"
"18/07/2024","2.904","2.904","2.904","2.904","0.07%"
"17/07/2024","2.902","2.899","2.902","2.899","0.10%"
"16/07/2024","2.899","2.901","2.901","2.899","-0.07%"
"15/07/2024","2.901","2.901","2.901","2.901","0.24%"
"12/07/2024","2.894","2.890","2.894","2.890","0.14%"
"11/07/2024","2.890","2.888","2.890","2.888","0.07%"
"10/07/2024","2.888","2.894","2.894","2.888","-0.21%"
"09/07/2024","2.894","2.883","2.894","2.883","0.38%"
"08/07/2024","2.883","2.883","2.883","2.883","0.31%"
"05/07/2024","2.874","2.874","2.874","2.874","0.07%"
"04/07/2024","2.872","2.857","2.872","2.857","0.53%"
"03/07/2024","2.857","2.875","2.875","2.857","-0.63%"
"02/07/2024","2.875","2.882","2.882","2.875","-0.24%"
"01/07/2024","2.882","2.882","2.882","2.882","-0.10%"
"28/06/2024","2.885","2.885","2.885","2.885","-0.14%"
"27/06/2024","2.889","2.899","2.899","2.889","-0.34%"
"26/06/2024","2.899","2.878","2.899","2.878","0.73%"
"25/06/2024","2.878","2.880","2.880","2.878","-0.07%"
"24/06/2024","2.880","2.880","2.880","2.880","0.59%"
"21/06/2024","2.863","2.863","2.863","2.863","0.46%"
"20/06/2024","2.850","2.890","2.890","2.850","-1.38%"
"19/06/2024","2.890","2.890","2.890","2.890","-0.58%"
"18/06/2024","2.907","2.903","2.907","2.903","0.14%"
"17/06/2024","2.903","2.903","2.903","2.903","0.07%"
"14/06/2024","2.901","2.907","2.907","2.901","-0.21%"
"13/06/2024","2.907","2.932","2.932","2.907","-0.85%"
"12/06/2024","2.932","2.939","2.939","2.932","-0.24%"
"11/06/2024","2.939","2.929","2.939","2.929","0.34%"
"10/06/2024","2.929","2.908","2.929","2.908","0.72%"
"07/06/2024","2.908","2.916","2.916","2.908","-0.27%"
"06/06/2024","2.916","2.913","2.916","2.913","0.07%"
"05/06/2024","2.914","2.911","2.914","2.911","0.10%"
"04/06/2024","2.911","2.911","2.911","2.911","-0.61%"
"03/06/2024","2.929","2.955","2.955","2.929","-0.64%"
"31/05/2024","2.948","2.965","2.965","2.948","-0.64%"
"30/05/2024","2.967","2.954","2.967","2.954","0.41%"
"29/05/2024","2.955","2.988","2.988","2.955","-1.10%"
"28/05/2024","2.988","3.014","3.014","2.988","-0.86%"
"27/05/2024","3.014","3.014","3.014","3.014","-0.69%"
"24/05/2024","3.035","3.027","3.035","3.027","0.26%"
"23/05/2024","3.027","2.959","3.027","2.959","2.30%"
"22/05/2024","2.959","2.959","2.959","2.959","3.75%"
"21/05/2024","2.852","2.868","2.868","2.852","-0.56%"
"20/05/2024","2.868","2.868","2.868","2.868","0.39%"
"17/05/2024","2.857","2.865","2.865","2.857","-0.28%"
"16/05/2024","2.865","2.878","2.878","2.865","-0.45%"
"15/05/2024","2.878","2.876","2.878","2.876","0.03%"
"14/05/2024","2.877","2.878","2.878","2.877","-0.03%"
"13/05/2024","2.878","2.878","2.878","2.878","0.56%"
"10/05/2024","2.862","2.875","2.875","2.862","-0.45%"
"09/05/2024","2.875","2.884","2.884","2.875","-0.31%"
"08/05/2024","2.884","2.884","2.884","2.884","0.31%"
"07/05/2024","2.875","2.881","2.881","2.875","-0.21%"
"06/05/2024","2.881","2.881","2.881","2.881","-1.47%"
"03/05/2024","2.924","2.926","2.926","2.924","-0.07%"
"02/05/2024","2.926","2.928","2.928","2.926","2.67%"
"01/05/2024","2.850","2.850","2.850","2.850","0.00%"
"30/04/2024","2.850","2.850","2.850","2.850","0.00%"
"29/04/2024","2.850","2.850","2.850","2.850","-1.72%"
"26/04/2024","2.900","2.901","2.901","2.900","-0.10%"
"25/04/2024","2.903","2.921","2.921","2.903","-0.62%"
"24/04/2024","2.921","2.921","2.921","2.921","0.38%"
"23/04/2024","2.910","2.927","2.927","2.910","-0.58%"
"22/04/2024","2.927","2.927","2.927","2.927","0.17%"
"19/04/2024","2.922","2.938","2.938","2.922","1.71%"
"18/04/2024","2.873","2.873","2.873","2.873","-1.71%"
"17/04/2024","2.923","2.938","2.938","2.923","-0.58%"
"16/04/2024","2.940","2.893","2.940","2.893","1.59%"
"15/04/2024","2.894","2.894","2.894","2.894","1.15%"
"12/04/2024","2.861","2.829","2.861","2.829","1.06%"
"11/04/2024","2.831","2.808","2.831","2.808","0.78%"
"10/04/2024","2.809","2.809","2.809","2.809","0.00%"
"09/04/2024","2.809","2.871","2.871","2.809","-2.16%"
"08/04/2024","2.871","2.871","2.871","2.871","-0.42%"
"05/04/2024","2.883","2.883","2.883","2.883","-1.33%"
"04/04/2024","2.922","2.915","2.922","2.915","0.24%"
"03/04/2024","2.915","2.879","2.915","2.879","1.25%"
"02/04/2024","2.879","2.756","2.879","2.756","4.43%"
"01/04/2024","2.757","2.753","2.757","2.753","0.36%"
"29/03/2024","2.747","2.677","2.747","2.677","2.58%"
"28/03/2024","2.678","2.683","2.683","2.678","-0.19%"
"27/03/2024","2.683","2.662","2.683","2.662","0.75%"
"26/03/2024","2.663","2.658","2.663","2.658","0.19%"
"25/03/2024","2.658","2.658","2.658","2.658","0.83%"
"22/03/2024","2.636","2.636","2.636","2.636","0.65%"
"21/03/2024","2.619","2.641","2.641","2.619","-0.83%"
"20/03/2024","2.641","2.621","2.641","2.621","0.72%"
"19/03/2024","2.622","2.629","2.629","2.622","-0.30%"
"18/03/2024","2.630","2.630","2.630","2.630","0.27%"
"15/03/2024","2.623","2.605","2.623","2.605","0.61%"
"14/03/2024","2.607","2.619","2.619","2.607","-0.46%"
"13/03/2024","2.619","2.608","2.619","2.608","0.38%"
"12/03/2024","2.609","2.586","2.609","2.586","0.89%"
"11/03/2024","2.586","2.586","2.586","2.586","-1.15%"
"08/03/2024","2.616","2.494","2.616","2.494","4.85%"
"07/03/2024","2.495","2.495","2.495","2.495","2.80%"
"06/03/2024","2.427","2.402","2.427","2.402","1.00%"
"05/03/2024","2.403","2.405","2.405","2.403","-0.12%"
"04/03/2024","2.406","2.406","2.406","2.406","0.00%"
"01/03/2024","2.406","2.461","2.461","2.406","-2.27%"
"29/02/2024","2.462","2.378","2.462","2.378","3.53%"
"28/02/2024","2.378","2.423","2.423","2.378","-1.90%"
"27/02/2024","2.424","2.424","2.424","2.424","-1.54%"
"26/02/2024","2.462","2.462","2.462","2.462","1.44%"
"23/02/2024","2.427","2.409","2.427","2.409","0.71%"
"22/02/2024","2.410","2.410","2.410","2.410","1.05%"
"21/02/2024","2.385","2.385","2.385","2.385","-0.71%"
"20/02/2024","2.402","2.393","2.402","2.393","0.38%"
"19/02/2024","2.393","2.393","2.393","2.393","0.46%"
"16/02/2024","2.382","2.403","2.403","2.382","-0.67%"
"15/02/2024","2.398","2.403","2.403","2.398","3.01%"
"14/02/2024","2.328","2.328","2.328","2.328","0.00%"
"13/02/2024","2.328","2.328","2.328","2.328","0.00%"
"12/02/2024","2.328","2.328","2.328","2.328","0.00%"
"09/02/2024","2.328","2.328","2.328","2.328","0.00%"
"08/02/2024","2.328","2.328","2.328","2.328","-3.20%"
"07/02/2024","2.405","2.422","2.422","2.405","-0.70%"
"06/02/2024","2.422","2.438","2.438","2.422","-0.66%"
"05/02/2024","2.438","2.438","2.438","2.438","1.37%"
"02/02/2024","2.405","2.405","2.405","2.405","-0.33%"
"01/02/2024","2.413","2.413","2.413","2.413","-0.37%"
"31/01/2024","2.422","2.422","2.422","2.422","1.04%"
"30/01/2024","2.397","2.379","2.397","2.379","0.76%"
"29/01/2024","2.379","2.379","2.379","2.379","-0.92%"
"26/01/2024","2.401","2.401","2.401","2.401","1.35%"
"25/01/2024","2.369","2.369","2.369","2.369","3.13%"
"24/01/2024","2.297","2.297","2.297","2.297","-0.69%"
"23/01/2024","2.313","2.358","2.358","2.313","-1.91%"
"22/01/2024","2.358","2.358","2.358","2.358","-0.76%"
"19/01/2024","2.376","2.376","2.376","2.376","1.06%"
"18/01/2024","2.351","2.351","2.351","2.351","-0.30%"
"17/01/2024","2.358","2.358","2.358","2.358","1.59%"
"16/01/2024","2.321","2.323","2.323","2.321","-0.09%"
"15/01/2024","2.323","2.328","2.328","2.323","-0.21%"
"12/01/2024","2.328","2.321","2.328","2.321","0.30%"
"11/01/2024","2.321","2.308","2.321","2.308","0.09%"
"10/01/2024","2.319","2.308","2.319","2.308","0.48%"
"09/01/2024","2.308","2.369","2.369","2.308","-0.04%"
"08/01/2024","2.309","2.369","2.369","2.309","-2.53%"
"05/01/2024","2.369","2.385","2.385","2.369","-0.67%"
"04/01/2024","2.385","2.428","2.428","2.385","-1.77%"
"03/01/2024","2.428","2.396","2.428","2.396","1.34%"
"02/01/2024","2.396","2.399","2.399","2.396","3.36%"
"01/01/2024","2.318","2.318","2.318","2.318","-3.13%"
"29/12/2023","2.393","2.368","2.393","2.368","1.01%"
"28/12/2023","2.369","2.360","2.369","2.360","0.38%"
"27/12/2023","2.360","2.359","2.360","2.359","0.04%"
"26/12/2023","2.359","2.358","2.359","2.358","0.04%"
"25/12/2023","2.358","2.359","2.359","2.358","-0.04%"
"22/12/2023","2.359","2.346","2.359","2.346","0.51%"
"21/12/2023","2.347","2.356","2.356","2.347","-0.38%"
"20/12/2023","2.356","2.376","2.376","2.356","-0.84%"
