"Ngày","Lần cuối","Mở","Cao","Thấp","% Thay đổi"
"29/01/2019","4.895","4.900","4.900","4.895","-0.10%"
"28/01/2019","4.900","4.901","4.901","4.900","-0.04%"
"25/01/2019","4.902","4.908","4.908","4.902","-0.12%"
"24/01/2019","4.908","4.928","4.928","4.908","-0.43%"
"23/01/2019","4.929","4.929","4.929","4.929","0.00%"
"22/01/2019","4.929","4.940","4.940","4.929","-0.22%"
"21/01/2019","4.940","4.943","4.943","4.940","-0.06%"
"18/01/2019","4.943","4.932","4.943","4.932","0.20%"
"17/01/2019","4.933","4.952","4.952","4.933","-0.38%"
"16/01/2019","4.952","4.996","4.996","4.952","-0.88%"
"15/01/2019","4.996","4.988","4.996","4.988","0.16%"
"14/01/2019","4.988","5.000","5.000","4.988","-0.24%"
"11/01/2019","5.000","5.021","5.021","5.000","-0.44%"
"10/01/2019","5.022","5.114","5.114","5.022","-1.82%"
"09/01/2019","5.115","5.046","5.115","5.046","1.37%"
"08/01/2019","5.046","5.159","5.159","5.046","-2.19%"
"07/01/2019","5.159","5.167","5.167","5.159","-0.15%"
"04/01/2019","5.167","5.167","5.167","5.167","0.00%"
"03/01/2019","5.167","5.170","5.170","5.167","-0.08%"
"02/01/2019","5.171","5.166","5.171","5.166","0.10%"
"01/01/2019","5.166","5.166","5.166","5.166","0.00%"
"31/12/2018","5.166","5.166","5.166","5.166","0.00%"
"28/12/2018","5.166","5.160","5.166","5.160","0.12%"
"27/12/2018","5.160","5.167","5.167","5.160","-0.14%"
"26/12/2018","5.167","5.171","5.171","5.167","-0.10%"
"25/12/2018","5.172","5.172","5.172","5.172","0.00%"
"24/12/2018","5.172","5.177","5.177","5.172","-0.10%"
"21/12/2018","5.177","5.196","5.196","5.177","-0.37%"
"20/12/2018","5.196","5.199","5.199","5.196","-0.06%"
"19/12/2018","5.199","5.199","5.199","5.199","0.00%"
"18/12/2018","5.199","5.199","5.199","5.199","0.00%"
"17/12/2018","5.199","5.199","5.199","5.199","0.00%"
"14/12/2018","5.199","5.192","5.199","5.192","0.12%"
"13/12/2018","5.193","5.200","5.200","5.193","-0.13%"
"12/12/2018","5.200","5.193","5.200","5.193","0.13%"
"11/12/2018","5.193","5.193","5.193","5.193","0.00%"
"10/12/2018","5.193","5.191","5.193","5.191","0.04%"
"07/12/2018","5.191","5.191","5.191","5.191","-0.02%"
"06/12/2018","5.192","5.214","5.214","5.192","-0.42%"
"05/12/2018","5.214","5.195","5.214","5.195","0.37%"
"04/12/2018","5.195","5.202","5.202","5.195","0.56%"
"03/12/2018","5.166","5.166","5.166","5.166","0.00%"
"30/11/2018","5.166","5.160","5.166","5.160","0.10%"
"29/11/2018","5.161","5.163","5.163","5.161","-0.06%"
"28/11/2018","5.164","5.162","5.164","5.162","0.04%"
"27/11/2018","5.162","5.167","5.167","5.162","-0.10%"
"26/11/2018","5.167","5.191","5.191","5.167","-0.46%"
"23/11/2018","5.191","5.174","5.191","5.174","0.29%"
"22/11/2018","5.176","5.176","5.176","5.176","0.00%"
"21/11/2018","5.176","5.162","5.176","5.162","0.27%"
"20/11/2018","5.162","5.197","5.197","5.162","-0.69%"
"19/11/2018","5.198","5.155","5.198","5.155","0.83%"
"16/11/2018","5.155","5.189","5.189","5.155","-0.67%"
"15/11/2018","5.190","5.206","5.206","5.190","-0.31%"
"14/11/2018","5.206","5.189","5.206","5.085","0.33%"
"13/11/2018","5.189","5.176","5.189","5.176","0.25%"
"12/11/2018","5.176","5.176","5.176","5.176","0.00%"
"09/11/2018","5.176","5.170","5.176","5.170","0.10%"
"08/11/2018","5.171","5.171","5.171","5.171","-0.06%"
"07/11/2018","5.174","5.177","5.177","5.174","-0.06%"
"06/11/2018","5.177","5.171","5.177","5.171","0.12%"
"05/11/2018","5.171","5.178","5.178","5.171","-0.14%"
"02/11/2018","5.178","5.181","5.181","5.178","-0.08%"
"01/11/2018","5.182","5.182","5.182","5.182","-0.02%"
"31/10/2018","5.183","5.183","5.183","5.183","0.00%"
"30/10/2018","5.183","5.165","5.183","5.165","0.35%"
"29/10/2018","5.165","5.158","5.165","5.158","0.14%"
"26/10/2018","5.158","5.150","5.158","5.150","0.14%"
"25/10/2018","5.151","5.130","5.151","5.130","0.41%"
"24/10/2018","5.130","5.097","5.130","5.097","0.65%"
"23/10/2018","5.097","5.094","5.097","5.094","0.06%"
"22/10/2018","5.094","5.094","5.094","5.094","0.00%"
"19/10/2018","5.094","5.094","5.094","5.094","0.00%"
"18/10/2018","5.094","5.066","5.094","5.066","0.55%"
"17/10/2018","5.066","5.066","5.066","5.066","-0.02%"
"16/10/2018","5.067","5.067","5.067","5.067","0.00%"
"15/10/2018","5.067","5.073","5.073","5.067","-0.12%"
"12/10/2018","5.073","5.073","5.073","5.073","-0.04%"
"11/10/2018","5.075","5.075","5.075","5.075","0.00%"
"10/10/2018","5.075","5.031","5.075","5.031","0.85%"
"09/10/2018","5.032","5.026","5.032","5.026","0.12%"
"08/10/2018","5.026","5.026","5.026","5.026","-0.22%"
"05/10/2018","5.037","5.037","5.037","5.037","0.18%"
"04/10/2018","5.028","5.028","5.028","5.028","-0.20%"
"03/10/2018","5.038","5.038","5.038","5.038","0.20%"
"02/10/2018","5.028","5.028","5.028","5.028","0.00%"
"01/10/2018","5.028","5.028","5.028","5.028","0.00%"
"28/09/2018","5.028","5.028","5.028","5.028","-0.02%"
"27/09/2018","5.029","5.029","5.029","5.029","0.00%"
"26/09/2018","5.029","5.029","5.029","5.029","-0.02%"
"25/09/2018","5.030","5.030","5.030","5.030","1.39%"
"24/09/2018","4.961","4.961","4.961","4.961","-2.78%"
"21/09/2018","5.103","5.103","5.103","5.103","0.08%"
"20/09/2018","5.099","5.099","5.099","5.099","-0.02%"
"19/09/2018","5.100","5.100","5.100","5.100","-0.08%"
"18/09/2018","5.104","5.104","5.104","5.104","1.21%"
"17/09/2018","5.043","5.043","5.043","5.043","-0.47%"
"14/09/2018","5.067","5.067","5.067","5.067","-1.25%"
"13/09/2018","5.131","5.131","5.131","5.131","-0.54%"
"12/09/2018","5.159","5.159","5.159","5.159","-0.69%"
"11/09/2018","5.195","5.195","5.195","5.195","-0.13%"
"10/09/2018","5.202","5.202","5.202","5.202","-0.31%"
"07/09/2018","5.218","5.218","5.218","5.218","0.10%"
"06/09/2018","5.213","5.213","5.213","5.213","0.64%"
"05/09/2018","5.180","5.180","5.180","5.180","-0.42%"
"04/09/2018","5.202","5.202","5.202","5.202","0.58%"
"03/09/2018","5.172","5.172","5.172","5.172","0.00%"
"31/08/2018","5.172","5.172","5.172","5.172","-0.31%"
"30/08/2018","5.188","5.188","5.188","5.188","0.06%"
"29/08/2018","5.185","5.185","5.185","5.185","0.12%"
"28/08/2018","5.179","5.179","5.179","5.179","0.19%"
"27/08/2018","5.169","5.169","5.169","5.169","0.12%"
"24/08/2018","5.163","5.163","5.163","5.163","-0.23%"
"23/08/2018","5.175","5.175","5.175","5.175","1.47%"
"22/08/2018","5.100","5.100","5.100","5.100","0.00%"
"21/08/2018","5.100","5.100","5.100","5.100","0.08%"
"20/08/2018","5.096","5.096","5.096","5.096","0.35%"
"17/08/2018","5.078","5.078","5.078","5.078","1.48%"
"16/08/2018","5.004","5.004","5.004","5.004","-0.14%"
"15/08/2018","5.011","5.011","5.011","5.011","-0.22%"
"14/08/2018","5.022","5.022","5.022","5.022","0.64%"
"13/08/2018","4.990","4.990","4.990","4.990","0.42%"
"10/08/2018","4.969","4.969","4.969","4.969","-1.27%"
"09/08/2018","5.033","5.033","5.033","5.033","0.00%"
"08/08/2018","5.033","5.033","5.033","5.033","-0.02%"
"07/08/2018","5.034","5.034","5.034","5.034","-0.06%"
"06/08/2018","5.037","5.037","5.037","5.037","0.00%"
"03/08/2018","5.037","5.037","5.037","5.037","1.55%"
"02/08/2018","4.960","4.960","4.960","4.960","0.18%"
"01/08/2018","4.951","4.951","4.951","4.951","0.57%"
"31/07/2018","4.923","4.923","4.923","4.923","-1.05%"
"30/07/2018","4.975","4.975","4.975","4.975","1.82%"
"27/07/2018","4.886","4.886","4.886","4.886","0.39%"
"26/07/2018","4.867","4.867","4.867","4.867","-1.30%"
"25/07/2018","4.931","4.931","4.931","4.931","1.05%"
"24/07/2018","4.880","4.880","4.880","4.880","-0.02%"
"23/07/2018","4.881","4.881","4.881","4.881","0.56%"
"20/07/2018","4.854","4.854","4.854","4.854","-0.04%"
"19/07/2018","4.856","4.856","4.856","4.856","0.10%"
"18/07/2018","4.851","4.851","4.851","4.851","-0.04%"
"17/07/2018","4.853","4.853","4.853","4.853","0.29%"
"16/07/2018","4.839","4.839","4.839","4.839","0.00%"
"13/07/2018","4.839","4.839","4.839","4.839","-0.10%"
"12/07/2018","4.844","4.844","4.844","4.844","0.00%"
"11/07/2018","4.844","4.844","4.844","4.844","0.00%"
"10/07/2018","4.844","4.844","4.844","4.844","-0.02%"
"09/07/2018","4.845","4.845","4.845","4.845","-0.10%"
"06/07/2018","4.850","4.850","4.850","4.850","0.00%"
"05/07/2018","4.850","4.850","4.850","4.850","0.62%"
"04/07/2018","4.820","4.820","4.820","4.820","0.00%"
"03/07/2018","4.820","4.820","4.820","4.820","1.64%"
"02/07/2018","4.742","4.742","4.742","4.742","-0.02%"
"29/06/2018","4.743","4.743","4.743","4.743","0.19%"
"28/06/2018","4.734","4.734","4.734","4.734","-0.46%"
"27/06/2018","4.756","4.756","4.756","4.756","0.00%"
"26/06/2018","4.756","4.756","4.756","4.756","0.32%"
"25/06/2018","4.741","4.741","4.741","4.741","0.25%"
"22/06/2018","4.729","4.729","4.729","4.729","-0.13%"
"21/06/2018","4.735","4.735","4.735","4.735","-0.29%"
"20/06/2018","4.749","4.749","4.749","4.749","0.19%"
"19/06/2018","4.740","4.740","4.740","4.740","0.28%"
"18/06/2018","4.727","4.727","4.727","4.727","-0.25%"
"15/06/2018","4.739","4.739","4.739","4.739","0.62%"
"14/06/2018","4.710","4.710","4.710","4.710","-0.44%"
"13/06/2018","4.731","4.731","4.731","4.731","0.94%"
"12/06/2018","4.687","4.687","4.687","4.687","0.00%"
"11/06/2018","4.687","4.687","4.687","4.687","0.02%"
"08/06/2018","4.686","4.686","4.686","4.686","-0.04%"
"07/06/2018","4.688","4.688","4.688","4.688","0.06%"
"06/06/2018","4.685","4.685","4.685","4.685","0.32%"
"05/06/2018","4.670","4.670","4.670","4.670","0.17%"
"04/06/2018","4.662","4.662","4.662","4.662","-0.04%"
"01/06/2018","4.664","4.664","4.664","4.664","0.13%"
"31/05/2018","4.658","4.658","4.658","4.658","1.02%"
"30/05/2018","4.611","4.611","4.611","4.611","-0.13%"
"29/05/2018","4.617","4.617","4.617","4.617","1.09%"
"28/05/2018","4.567","4.567","4.567","4.567","-0.52%"
"25/05/2018","4.591","4.591","4.591","4.591","0.57%"
"24/05/2018","4.565","4.565","4.565","4.565","0.02%"
"23/05/2018","4.564","4.564","4.564","4.564","0.09%"
"22/05/2018","4.560","4.560","4.560","4.560","-0.04%"
"21/05/2018","4.562","4.562","4.562","4.562","0.51%"
"20/05/2018","4.539","4.539","4.539","4.539","0.00%"
"18/05/2018","4.539","4.539","4.539","4.539","-0.66%"
"17/05/2018","4.569","4.569","4.569","4.569","0.46%"
"16/05/2018","4.548","4.548","4.548","4.548","0.09%"
"15/05/2018","4.544","4.544","4.544","4.544","-0.26%"
"14/05/2018","4.556","4.556","4.556","4.556","0.09%"
"11/05/2018","4.552","4.552","4.552","4.552","-0.04%"
"10/05/2018","4.554","4.554","4.554","4.554","-0.11%"
"09/05/2018","4.559","4.559","4.559","4.559","0.18%"
"08/05/2018","4.551","4.551","4.551","4.551","0.04%"
"07/05/2018","4.549","4.549","4.549","4.549","-0.66%"
"04/05/2018","4.579","4.579","4.579","4.579","-1.29%"
"03/05/2018","4.639","4.639","4.639","4.639","-0.49%"
"02/05/2018","4.662","4.662","4.662","4.662","-0.43%"
"01/05/2018","4.682","4.682","4.682","4.682","0.00%"
"30/04/2018","4.682","4.682","4.682","4.682","0.00%"
"27/04/2018","4.682","4.682","4.682","4.682","6.34%"
"26/04/2018","4.403","4.403","4.403","4.403","-0.02%"
"25/04/2018","4.404","4.404","4.404","4.404","0.00%"
"24/04/2018","4.404","4.404","4.404","4.404","0.32%"
"23/04/2018","4.390","4.390","4.390","4.390","-0.05%"
"20/04/2018","4.392","4.392","4.392","4.392","0.32%"
"19/04/2018","4.378","4.378","4.378","4.378","0.09%"
"18/04/2018","4.374","4.374","4.374","4.374","0.02%"
"17/04/2018","4.373","4.373","4.373","4.373","0.00%"
"16/04/2018","4.373","4.373","4.373","4.373","0.32%"
"13/04/2018","4.359","4.359","4.359","4.359","-0.25%"
"12/04/2018","4.370","4.370","4.370","4.370","0.85%"
"11/04/2018","4.333","4.333","4.333","4.333","0.53%"
"10/04/2018","4.310","4.310","4.310","4.310","0.58%"
"09/04/2018","4.285","4.285","4.285","4.285","0.00%"
"06/04/2018","4.285","4.285","4.285","4.285","1.42%"
"05/04/2018","4.225","4.225","4.225","4.225","0.40%"
"04/04/2018","4.208","4.208","4.208","4.208","0.74%"
"03/04/2018","4.177","4.177","4.177","4.177","-0.31%"
"02/04/2018","4.190","4.190","4.190","4.190","-0.14%"
"30/03/2018","4.196","4.196","4.196","4.196","-0.47%"
"29/03/2018","4.216","4.216","4.216","4.216","1.22%"
"28/03/2018","4.165","4.165","4.165","4.165","0.34%"
"27/03/2018","4.151","4.151","4.151","4.151","-0.12%"
"26/03/2018","4.156","4.156","4.156","4.156","-0.22%"
"23/03/2018","4.165","4.165","4.165","4.165","0.17%"
"22/03/2018","4.158","4.158","4.158","4.158","-0.02%"
"21/03/2018","4.159","4.159","4.159","4.159","0.10%"
"20/03/2018","4.155","4.155","4.155","4.155","0.10%"
"19/03/2018","4.151","4.151","4.151","4.151","-0.22%"
"16/03/2018","4.160","4.160","4.160","4.160","0.12%"
"15/03/2018","4.155","4.155","4.155","4.155","-0.07%"
"14/03/2018","4.158","4.158","4.158","4.158","0.24%"
"13/03/2018","4.148","4.148","4.148","4.148","-0.14%"
"12/03/2018","4.154","4.154","4.154","4.154","0.02%"
"09/03/2018","4.153","4.153","4.153","4.153","0.95%"
"08/03/2018","4.114","4.114","4.114","4.114","0.29%"
"07/03/2018","4.102","4.102","4.102","4.102","-1.28%"
"06/03/2018","4.155","4.155","4.155","4.155","-0.12%"
"05/03/2018","4.160","4.160","4.160","4.160","-0.93%"
"02/03/2018","4.199","4.199","4.199","4.199","0.70%"
"01/03/2018","4.170","4.170","4.170","4.170","-3.18%"
"28/02/2018","4.307","4.307","4.307","4.307","0.09%"
"27/02/2018","4.303","4.303","4.303","4.303","1.08%"
"26/02/2018","4.257","4.257","4.257","4.257","-0.21%"
"23/02/2018","4.266","4.266","4.266","4.266","-0.58%"
"22/02/2018","4.291","4.291","4.291","4.291","-1.22%"
"21/02/2018","4.344","4.344","4.344","4.344","-0.39%"
"20/02/2018","4.361","4.361","4.361","4.361","0.00%"
"19/02/2018","4.361","4.361","4.361","4.361","0.00%"
"18/02/2018","4.361","4.361","4.361","4.361","0.00%"
"16/02/2018","4.361","4.361","4.361","4.361","0.00%"
"15/02/2018","4.361","4.361","4.361","4.361","0.00%"
"14/02/2018","4.361","4.361","4.361","4.361","0.00%"
"13/02/2018","4.361","4.361","4.361","4.361","0.30%"
"12/02/2018","4.348","4.348","4.348","4.348","-0.82%"
"09/02/2018","4.384","4.384","4.384","4.384","0.18%"
"08/02/2018","4.376","4.376","4.376","4.376","-0.52%"
"07/02/2018","4.399","4.399","4.399","4.399","-1.70%"
"06/02/2018","4.475","4.475","4.475","4.475","4.22%"
"05/02/2018","4.294","4.294","4.294","4.294","-0.21%"
"02/02/2018","4.303","4.303","4.303","4.303","-2.12%"
"01/02/2018","4.396","4.396","4.396","4.396","7.27%"
"31/01/2018","4.098","4.098","4.098","4.098","-0.53%"
"30/01/2018","4.120","4.120","4.120","4.120","1.23%"
"29/01/2018","4.070","4.070","4.070","4.070","-0.61%"
"26/01/2018","4.095","4.095","4.095","4.095","-4.14%"
"25/01/2018","4.272","4.272","4.272","4.272","-4.79%"
"24/01/2018","4.487","4.487","4.487","4.487","-0.71%"
"23/01/2018","4.519","4.519","4.519","4.519","-0.26%"
"22/01/2018","4.531","4.531","4.531","4.531","-0.61%"
"19/01/2018","4.559","4.559","4.559","4.559","1.70%"
"18/01/2018","4.483","4.483","4.483","4.483","-3.72%"
"17/01/2018","4.656","4.656","4.656","4.656","-1.73%"
"16/01/2018","4.738","4.738","4.738","4.738","0.40%"
"15/01/2018","4.719","4.719","4.719","4.719","0.04%"
"12/01/2018","4.717","4.717","4.717","4.717","0.36%"
"11/01/2018","4.700","4.700","4.700","4.700","-5.85%"
"10/01/2018","4.992","4.992","4.992","4.992","-1.52%"
"09/01/2018","5.069","5.069","5.069","5.069","-0.71%"
"08/01/2018","5.105","5.105","5.105","5.105","-0.02%"
"05/01/2018","5.106","5.106","5.106","5.106","0.41%"
"04/01/2018","5.085","5.085","5.085","5.085","0.75%"
"03/01/2018","5.047","5.047","5.047","5.047","-0.04%"
"02/01/2018","5.049","5.049","5.049","5.049","-0.08%"
"01/01/2018","5.053","5.053","5.053","5.053","0.00%"
"29/12/2017","5.053","5.053","5.053","5.053","0.50%"
"28/12/2017","5.028","5.028","5.028","5.028","-0.04%"
"27/12/2017","5.030","5.030","5.030","5.030","0.24%"
"26/12/2017","5.018","5.018","5.018","5.018","0.36%"
"25/12/2017","5.000","5.000","5.000","5.000","-0.32%"
"22/12/2017","5.016","5.016","5.016","5.016","-0.67%"
"21/12/2017","5.050","5.050","5.050","5.050","-1.90%"
"20/12/2017","5.148","5.148","5.148","5.148","-0.44%"
"19/12/2017","5.171","5.171","5.171","5.171","-0.42%"
"18/12/2017","5.193","5.193","5.193","5.193","-0.13%"
"16/12/2017","5.200","5.200","5.200","5.200","0.00%"
"15/12/2017","5.200","5.200","5.200","5.200","-0.38%"
"14/12/2017","5.220","5.220","5.220","5.220","-0.82%"
"13/12/2017","5.263","5.263","5.263","5.263","-1.44%"
"12/12/2017","5.340","5.340","5.340","5.340","-0.26%"
"11/12/2017","5.354","5.354","5.354","5.354","-0.11%"
"08/12/2017","5.360","5.360","5.360","5.360","-0.15%"
"07/12/2017","5.368","5.368","5.368","5.368","-0.09%"
"06/12/2017","5.373","5.373","5.373","5.373","-0.15%"
"05/12/2017","5.381","5.381","5.381","5.381","-0.02%"
"04/12/2017","5.382","5.382","5.382","5.382","-0.02%"
"01/12/2017","5.383","5.383","5.383","5.383","-0.07%"
"30/11/2017","5.387","5.387","5.387","5.387","-0.30%"
"29/11/2017","5.403","5.403","5.403","5.403","-0.11%"
"28/11/2017","5.409","5.409","5.409","5.409","-0.02%"
"27/11/2017","5.410","5.410","5.410","5.410","0.04%"
"24/11/2017","5.408","5.408","5.408","5.408","0.13%"
"23/11/2017","5.401","5.401","5.401","5.401","0.00%"
"22/11/2017","5.401","5.401","5.401","5.401","0.00%"
"21/11/2017","5.401","5.401","5.401","5.401","-0.04%"
"20/11/2017","5.403","5.403","5.403","5.403","0.00%"
"17/11/2017","5.403","5.403","5.403","5.403","0.00%"
"16/11/2017","5.403","5.403","5.403","5.403","-0.04%"
"15/11/2017","5.405","5.405","5.405","5.405","0.65%"
"14/11/2017","5.370","5.370","5.370","5.370","0.00%"
"13/11/2017","5.370","5.370","5.370","5.370","1.11%"
"10/11/2017","5.311","5.311","5.311","5.311","0.00%"
"09/11/2017","5.311","5.311","5.311","5.311","-0.02%"
"08/11/2017","5.312","5.312","5.312","5.312","0.00%"
"07/11/2017","5.312","5.312","5.312","5.312","0.11%"
"06/11/2017","5.306","5.306","5.306","5.306","0.00%"
"03/11/2017","5.306","5.306","5.306","5.306","-0.15%"
"02/11/2017","5.314","5.314","5.314","5.314","0.00%"
"01/11/2017","5.314","5.314","5.314","5.314","-0.02%"
"31/10/2017","5.315","5.315","5.315","5.315","0.00%"
"30/10/2017","5.315","5.315","5.315","5.315","-0.04%"
"29/10/2017","5.317","5.317","5.317","5.317","0.00%"
"27/10/2017","5.317","5.317","5.317","5.317","0.00%"
"26/10/2017","5.317","5.317","5.317","5.317","0.00%"
"25/10/2017","5.317","5.317","5.317","5.317","0.00%"
"24/10/2017","5.317","5.317","5.317","5.317","-0.06%"
"23/10/2017","5.320","5.320","5.320","5.320","0.00%"
"22/10/2017","5.320","5.320","5.320","5.320","0.00%"
"20/10/2017","5.320","5.320","5.320","5.320","0.08%"
"19/10/2017","5.316","5.316","5.316","5.316","-0.13%"
"18/10/2017","5.323","5.323","5.323","5.323","-0.02%"
"17/10/2017","5.324","5.324","5.324","5.324","0.00%"
"16/10/2017","5.324","5.324","5.324","5.324","-0.02%"
"13/10/2017","5.325","5.325","5.325","5.325","0.00%"
"12/10/2017","5.325","5.325","5.325","5.325","0.13%"
"11/10/2017","5.318","5.318","5.318","5.318","-0.11%"
"10/10/2017","5.324","5.324","5.324","5.324","-0.30%"
"09/10/2017","5.340","5.340","5.340","5.340","-0.21%"
"06/10/2017","5.351","5.351","5.351","5.351","-0.11%"
"05/10/2017","5.357","5.357","5.357","5.357","0.00%"
"04/10/2017","5.357","5.357","5.357","5.357","-0.11%"
"03/10/2017","5.363","5.363","5.363","5.363","-0.02%"
"02/10/2017","5.364","5.364","5.364","5.364","-0.04%"
"29/09/2017","5.366","5.366","5.366","5.366","-0.11%"
"28/09/2017","5.372","5.372","5.372","5.372","-0.13%"
"27/09/2017","5.379","5.379","5.379","5.379","0.00%"
"26/09/2017","5.379","5.379","5.379","5.379","0.00%"
"25/09/2017","5.379","5.379","5.379","5.379","0.00%"
"22/09/2017","5.379","5.379","5.379","5.379","0.04%"
"21/09/2017","5.377","5.377","5.377","5.377","0.00%"
"20/09/2017","5.377","5.377","5.377","5.377","0.00%"
"19/09/2017","5.377","5.377","5.377","5.377","0.02%"
"18/09/2017","5.376","5.376","5.376","5.376","-0.07%"
"15/09/2017","5.380","5.380","5.380","5.380","-0.06%"
"14/09/2017","5.383","5.383","5.383","5.383","0.00%"
"13/09/2017","5.383","5.383","5.383","5.383","-0.15%"
"12/09/2017","5.391","5.391","5.391","5.391","-0.09%"
"11/09/2017","5.396","5.396","5.396","5.396","0.20%"
"08/09/2017","5.385","5.385","5.385","5.385","-0.04%"
"07/09/2017","5.387","5.387","5.387","5.387","-0.19%"
"06/09/2017","5.397","5.397","5.397","5.397","-1.06%"
"05/09/2017","5.455","5.455","5.455","5.455","-0.76%"
"04/09/2017","5.497","5.498","5.498","5.497","-0.02%"
"01/09/2017","5.498","5.498","5.498","5.498","-0.05%"
"31/08/2017","5.501","5.501","5.501","5.501","-0.36%"
"30/08/2017","5.521","5.521","5.521","5.521","-0.34%"
"29/08/2017","5.540","5.540","5.540","5.540","0.16%"
"28/08/2017","5.531","5.531","5.531","5.531","0.62%"
"25/08/2017","5.497","5.497","5.497","5.497","0.64%"
"24/08/2017","5.462","5.462","5.462","5.462","0.44%"
"23/08/2017","5.438","5.438","5.438","5.438","0.00%"
"22/08/2017","5.438","5.438","5.438","5.438","0.31%"
"21/08/2017","5.421","5.421","5.421","5.421","0.26%"
"18/08/2017","5.407","5.407","5.407","5.407","-0.02%"
"17/08/2017","5.408","5.408","5.408","5.408","0.63%"
"16/08/2017","5.374","5.374","5.374","5.374","0.21%"
"15/08/2017","5.363","5.363","5.363","5.363","-0.07%"
"14/08/2017","5.367","5.367","5.367","5.367","0.49%"
"11/08/2017","5.341","5.341","5.341","5.341","0.13%"
"10/08/2017","5.334","5.334","5.334","5.334","0.28%"
"09/08/2017","5.319","5.319","5.319","5.319","0.23%"
"08/08/2017","5.307","5.307","5.307","5.307","0.11%"
"07/08/2017","5.301","5.301","5.301","5.301","0.55%"
"06/08/2017","5.272","5.272","5.272","5.272","0.00%"
"04/08/2017","5.272","5.272","5.272","5.272","0.00%"
"03/08/2017","5.272","5.272","5.272","5.272","0.00%"
"02/08/2017","5.272","5.272","5.272","5.272","0.00%"
"01/08/2017","5.272","5.272","5.272","5.272","0.13%"
"31/07/2017","5.265","5.265","5.265","5.265","-0.17%"
"28/07/2017","5.274","5.274","5.274","5.274","0.25%"
"27/07/2017","5.261","5.261","5.261","5.261","-0.32%"
"26/07/2017","5.278","5.278","5.278","5.278","0.09%"
"25/07/2017","5.273","5.273","5.273","5.273","0.25%"
"24/07/2017","5.260","5.260","5.260","5.260","0.13%"
"21/07/2017","5.253","5.253","5.253","5.253","0.23%"
"20/07/2017","5.241","5.241","5.241","5.241","-0.76%"
"19/07/2017","5.281","5.281","5.281","5.281","-0.84%"
"18/07/2017","5.326","5.326","5.326","5.326","-1.02%"
"17/07/2017","5.381","5.381","5.381","5.381","0.09%"
"16/07/2017","5.376","5.376","5.376","5.376","0.00%"
"14/07/2017","5.376","5.376","5.376","5.376","0.15%"
"13/07/2017","5.368","5.368","5.368","5.368","-0.89%"
"12/07/2017","5.416","5.416","5.416","5.416","-0.39%"
"11/07/2017","5.437","5.437","5.437","5.437","-0.88%"
"10/07/2017","5.485","5.485","5.485","5.485","-1.86%"
"07/07/2017","5.589","5.589","5.589","5.589","-0.37%"
"06/07/2017","5.610","5.610","5.610","5.610","-0.25%"
"05/07/2017","5.624","5.624","5.624","5.624","0.00%"
"04/07/2017","5.624","5.624","5.624","5.624","0.00%"
"03/07/2017","5.624","5.624","5.624","5.624","-0.18%"
"02/07/2017","5.634","5.634","5.634","5.634","0.00%"
"01/07/2017","5.634","5.634","5.634","5.634","0.00%"
"30/06/2017","5.634","5.634","5.634","5.634","-0.34%"
"29/06/2017","5.653","5.653","5.653","5.653","0.05%"
"28/06/2017","5.650","5.650","5.650","5.650","0.00%"
"27/06/2017","5.650","5.650","5.650","5.650","0.00%"
"26/06/2017","5.650","5.650","5.650","5.650","-0.04%"
"25/06/2017","5.652","5.652","5.652","5.652","0.00%"
"23/06/2017","5.652","5.652","5.652","5.652","-0.55%"
"22/06/2017","5.683","5.683","5.683","5.683","0.00%"
"21/06/2017","5.683","5.683","5.683","5.683","-0.85%"
"20/06/2017","5.732","5.732","5.732","5.732","-0.24%"
"19/06/2017","5.746","5.746","5.746","5.746","-0.23%"
"16/06/2017","5.759","5.759","5.759","5.759","-0.38%"
"15/06/2017","5.781","5.781","5.781","5.781","-0.82%"
"14/06/2017","5.829","5.829","5.829","5.829","-0.19%"
"13/06/2017","5.840","5.840","5.840","5.840","0.00%"
"12/06/2017","5.840","5.840","5.840","5.840","0.29%"
"09/06/2017","5.823","5.823","5.823","5.823","-0.43%"
"08/06/2017","5.848","5.848","5.848","5.848","0.00%"
"07/06/2017","5.848","5.848","5.848","5.848","-0.03%"
"06/06/2017","5.850","5.850","5.850","5.850","-0.02%"
"05/06/2017","5.851","5.851","5.851","5.851","-0.07%"
"02/06/2017","5.855","5.855","5.855","5.855","-0.17%"
"01/06/2017","5.865","5.865","5.865","5.865","3.42%"
"31/05/2017","5.671","5.671","5.671","5.671","-0.21%"
"30/05/2017","5.683","5.683","5.683","5.683","0.00%"
"29/05/2017","5.683","5.683","5.683","5.683","-0.05%"
"26/05/2017","5.686","5.686","5.686","5.686","-0.26%"
"25/05/2017","5.701","5.701","5.701","5.701","-0.52%"
"24/05/2017","5.731","5.731","5.731","5.731","-0.52%"
"23/05/2017","5.761","5.761","5.761","5.761","0.07%"
"22/05/2017","5.757","5.757","5.757","5.757","0.00%"
"19/05/2017","5.757","5.757","5.757","5.757","-0.07%"
"18/05/2017","5.761","5.761","5.761","5.761","-0.28%"
"17/05/2017","5.777","5.777","5.777","5.777","-0.05%"
"16/05/2017","5.780","5.780","5.780","5.780","-0.14%"
"15/05/2017","5.788","5.788","5.788","5.788","-0.29%"
"12/05/2017","5.805","5.805","5.805","5.805","0.00%"
